#time    cd4 cd4i cd8    growth_f inflammatory_f virus_f
1103.900000    627.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1104.900000    628.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1105.900000    628.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1106.900000    628.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1107.900000    629.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1108.900000    630.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1109.900000    631.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1110.900000    632.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1111.900000    632.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1112.900000    632.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1113.900000    632.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1114.900000    633.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1115.900000    634.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1116.900000    636.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1117.900000    637.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1118.900000    637.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1119.900000    637.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1120.900000    637.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1121.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1122.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1123.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1124.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1125.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1126.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1127.900000    638.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1128.900000    639.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1129.900000    639.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1130.900000    639.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1131.900000    640.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1132.900000    640.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1133.900000    640.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1134.900000    640.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1135.900000    640.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1136.900000    642.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1137.900000    642.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1138.900000    642.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1139.900000    642.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1140.900000    643.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1141.900000    645.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1142.900000    645.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1143.900000    645.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1144.900000    645.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1145.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1146.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1147.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1148.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1149.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1150.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1151.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1152.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1153.900000    646.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1154.900000    650.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1155.900000    650.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1156.900000    653.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1157.900000    654.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1158.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1159.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1160.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1161.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1162.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1163.900000    656.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1164.900000    657.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1165.900000    657.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1166.900000    660.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1167.900000    660.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1168.900000    660.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1169.900000    661.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1170.900000    663.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1171.900000    664.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1172.900000    668.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1173.900000    668.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1174.900000    669.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1175.900000    670.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1176.900000    671.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1177.900000    673.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1178.900000    675.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1179.900000    677.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1180.900000    678.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1181.900000    679.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1182.900000    681.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1183.900000    682.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1184.900000    685.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1185.900000    686.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1186.900000    686.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1187.900000    686.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1188.900000    686.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1189.900000    687.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1190.900000    690.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1191.900000    690.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1192.900000    691.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1193.900000    691.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1194.900000    691.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
1195.900000    691.000000 0.000000 2.000000    49411145.705694 0.100000 0.100000
